"CC50, mM",MinAbsEStateIndex,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BCUT2D_MWLOW,BCUT2D_CHGLO,BCUT2D_MRHI,BCUT2D_MRLOW,Ipc,Kappa3,PEOE_VSA10,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA6,SlogP_VSA1,SlogP_VSA11,SlogP_VSA3,SlogP_VSA7,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState4,VSA_EState5,VSA_EState7,NHOHCount,NumAliphaticCarbocycles,NumSaturatedHeterocycles,MolLogP,fr_Al_COO,fr_ArN,fr_Ar_COO,fr_C_O,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_lactone,fr_morpholine,fr_nitro,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
175.4823815688905,0.3872247872728121,0.03884365429851114,-0.2935255147973819,0.6428571428571429,9.700469635810666,-2.343082085132494,5.94451857322285,0.193480759150443,2187750.164884781,2.868737096784919,0.0,0.0,0.0,0.0,0.0,54.38406644399575,74.03236601452443,35.34286375616011,0.0,11.4233700055414,0.0,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,24.92532490414794,64.20821622926012,11.4233700055414,0.0,41.54242319814374,4.807589192862531,1.764908477578238,13.25822336932681,0,4,0,7.121200000000009,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5.402818727713373,0.5338684970983402,0.01288657023386288,-0.3134072129990773,0.6071428571428571,9.689226058600022,-2.394689647839289,5.134526939622194,0.1203222980173243,2187750.164884781,3.02717656903665,0.0,0.0,0.0,0.0,0.0,54.38406644399575,97.95185976514314,12.08368165829592,0.0,0.0,0.0,13.08951281182515,10.63357720801266,0.0,0.0,0.0,0.0,0.0,21.65996187758712,23.91949375061871,77.29772904108526,0.0,0.0,52.1760004061564,2.153503044012327,1.914376644091859,14.13538102269576,2,4,0,6.155600000000006,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
161.1423200017905,0.5432308210510737,0.09480154751355077,-0.3255733210758452,0.5625,9.68129265007358,-2.4772026580666,5.11718734403878,-0.9229015704343101,8610750.760455066,3.470069678502657,0.0,0.0,0.0,0.0,0.0,41.54242319814374,74.03236601452444,23.67162418464558,53.36388240082982,0.0,0.0,41.28020074253391,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,23.91949375061871,86.2637907564745,0.0,0.0,69.73311112885249,2.184127470091298,1.930720384526508,14.4916192655274,0,4,0,7.129200000000009,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0
107.8556540191281,0.390602645354716,0.03884364519596072,-0.2935255148336137,0.6206896551724138,9.70049715960851,-2.342884614287352,5.944501630845527,0.1935102089478292,3572141.766774113,3.263847962156897,0.0,0.0,0.0,0.0,0.0,60.80488806692176,74.03236601452443,35.34286375616011,0.0,11.4233700055414,0.0,13.08951281182515,0.0,0.0,0.0,0.0,0.0,0.0,21.65996187758712,24.92532490414794,70.62903785218613,11.4233700055414,0.0,41.54242319814374,4.827851813732591,1.769975405362917,14.69543927282678,0,4,0,7.511300000000009,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
139.2709913523427,0.2704760518661459,0.06289745878380013,-0.2572393015210201,0.6,9.70038553581742,-2.342009125064716,5.963447710669175,0.193686506552366,105375761.6128024,3.345855439602058,0.0,0.0,0.0,0.0,0.0,65.80789147199017,103.0039156488389,22.25335094433497,11.37477254936712,22.79814255490853,0.0,0.0,0.0,0.0,6.42082162292601,0.0,0.0,10.82998093879356,10.82998093879356,29.63140626461592,61.07520272649145,0.0,0.0,90.07335974583661,9.0717826238612,1.605177804776269,8.627310798875893,0,4,0,9.1148,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.07582114510681,0.278082987709212,0.06289745878380013,-0.3987285599838353,0.96,9.700404399924688,-2.341882516374624,5.956004043882383,0.1937013120396086,628774.7878580671,2.681684775361196,0.0,0.0,0.0,0.0,0.0,45.03667987291831,72.40855426450265,16.81406174685105,5.687386274683562,17.08645755213783,0.0,5.733667477162185,5.733667477162185,0.0,6.42082162292601,0.0,0.0,5.41499046939678,5.41499046939678,23.71350021845453,36.10105285494272,0.0,12.13273413692322,57.16941400984153,12.35843304181242,0.8065186492255949,4.766280046136041,2,2,0,5.778300000000005,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5592884478664,0.4296494105587354,0.1321598962435728,-0.2930725743873615,0.5641025641025641,9.680919227135966,-2.469845058357347,5.484711748043846,0.07359663479233358,459191993.9711307,3.655882189183588,11.37477254936712,0.0,0.0,0.0,0.0,65.80789147199017,90.16227240298683,23.67162418464558,40.27436958900468,11.37477254936712,0.0,28.19068793070876,8.966061715389248,0.0,6.42082162292601,0.0,0.0,0.0,33.74364353588304,27.22269543063804,61.02660527031718,0.0,0.0,118.2640476765454,7.534827179741789,1.766502445743767,9.374572387765228,0,4,0,8.840800000000005,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
23.59393118053097,0.07984497572618143,0.2257502739547918,-0.3556231179854463,0.6078431372549019,9.49217585385057,-2.54270129672399,5.834761925142183,-0.1391007821176213,142014916108.3997,7.081672348112992,0.0,0.0,0.0,0.0,0.0,123.8922081229247,132.0905303028812,13.08951281182515,10.82998093879356,11.81435945870301,0.0,13.08951281182515,10.63357720801266,0.0,33.26069855278922,0.0,0.0,33.47432133629013,23.67162418464557,96.5601939098633,46.222352196034,0.0,0.0,102.4216772163073,8.473058000295891,2.427543794831465,16.41501480298867,2,4,0,10.83709999999999,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
153.7092680267687,0.01912310216277069,0.2301233691404194,-0.3256134336823175,0.5614035087719298,9.492103494849209,-2.542448017052229,5.961178414360497,-0.1333978689798444,4095502691529.447,6.972321470804225,0.0,0.0,0.0,0.0,0.0,128.8952115279931,161.0620799371957,11.37477254936712,10.82998093879356,23.18913200807014,0.0,10.63357720801266,10.63357720801266,0.0,39.68152017571523,0.0,0.0,22.64434039749657,23.67162418464557,82.00381040155325,44.50761193357597,0.0,0.0,150.9526137640002,12.08548694301886,1.999976124989597,11.28886419851416,2,4,0,12.82219999999998,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.9063598812003,0.2392260518661458,0.1270830306641318,-0.4573791779576538,0.6,9.700415948571102,-2.341981426347941,5.963633588030918,0.193686540716181,105375761.6128024,3.294634080850217,11.49902366656781,0.0,0.0,0.0,0.0,41.54242319814374,109.7216593163653,22.25335094433497,11.37477254936712,22.79814255490853,0.0,0.0,4.736862953800049,11.49902366656781,0.0,0.0,0.0,10.82998093879356,10.82998093879356,47.55125155410974,37.10665649724544,0.0,24.26546827384644,65.80789147199017,6.033338664104559,3.240723679372919,7.523698139305892,0,4,0,9.3163,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.88834407187598,0.2468329877092124,0.1270830305154059,-0.4573792052231779,0.96,9.700419604583464,-2.341842673811976,5.956147753417535,0.1937010586340334,628774.7878580671,2.622489617226438,11.49902366656781,0.0,0.0,0.0,0.0,20.77121159907187,79.12629793202909,16.81406174685104,5.687386274683562,17.08645755213783,0.0,5.733667477162185,10.47053043096223,11.49902366656781,0.0,0.0,0.0,5.41499046939678,5.41499046939678,35.21252388502234,18.55332824862272,0.0,48.53093654769288,20.77121159907187,9.44534862807167,2.382598464830799,3.755862605239929,2,2,0,5.979800000000006,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.43597937705059,0.3802210884353738,0.08373443832014982,-0.3304540372829667,1.125,9.493121969001452,-2.560380670350534,5.416434189394514,-0.8778194190700686,149913.4046044263,3.049801780155555,0.0,0.0,0.0,0.0,0.0,52.31487162707333,59.6244435285146,5.41499046939678,27.68777235394414,0.0,0.0,27.68777235394414,0.0,0.0,11.83581209232279,0.0,0.0,0.0,16.74788698495495,10.40093690385602,44.21231601223963,11.12690298339399,0.0,67.03706595217888,5.69068136127908,1.462168361165249,6.819360932644663,0,2,0,5.526500000000006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
634.6251480792013,0.3827742009088004,0.1270799582961356,-0.457379228706033,0.6,9.689090392534677,-2.395598108708276,5.510373184050718,0.1421584676853151,105375761.6128024,3.361297454139301,11.49902366656781,0.0,0.0,0.0,0.0,41.54242319814374,120.5516402551589,23.45845420766305,0.0,11.37477254936712,0.0,10.63357720801266,15.37044016181271,11.49902366656781,0.0,0.0,0.0,0.0,33.74364353588304,23.3348357588906,49.89970228692319,0.0,0.0,100.7069369538493,4.031772832731156,3.474706105676774,8.044148793022343,2,4,0,8.732300000000004,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
