SI,MinAbsEStateIndex,MinEStateIndex,qed,NumRadicalElectrons,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_LOGPHI,BCUT2D_MRLOW,Ipc,Kappa3,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA5,SMR_VSA6,SMR_VSA8,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA7,SlogP_VSA9,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState4,VSA_EState5,NumSaturatedHeterocycles,NumSaturatedRings,MolLogP,fr_Al_COO,fr_ArN,fr_Ar_COO,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_morpholine,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0.72,2.219432806655202,1.0108955939806277,-1.480657072029329,0.0,-1.2224689484293336,-1.2034214843588866,-2.358568155293875,-0.5497770874418798,1.0743177749308208,-3.6905298460275504,-0.04886544940131724,0.2289822337907601,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,0.7032127115778218,0.6586035449134925,3.1202614928899473,-1.155024846802992,-0.0925893105523233,-0.78187097709431,2.6195208414156825,1.7957022272489715,0.0,-0.9843813395659552,1.1548029455583708,-1.1128801345159134,-0.21551206432041037,0.0,-0.1769759053088435,-1.143102853452786,0.3742512130451829,0.28902235508498914,3.102095403135982,-0.8940655707305198,-0.7447381267759352,2.466272339800255,0.0983694084910937,0.7420657855858122,-0.7281038560143,1.827874442087526,1.7406391456287467,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,-0.8160261132534428,-0.2399040575616269,0.0,-0.2846192575293061,-0.6088298171379919,-0.33416255928959127,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,-0.47652002934853216,-0.10976425998969036,-0.46271461745663206,-0.40090588044537623,0.0,-0.09260847332207951,0.0,-1.0606207987652911,0.0,1.837815798783838,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,6.928713127935702,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,2.364774782921399,-0.07161148740394327
1.3,0.5860442463311181,0.8486767637604457,-0.6952915720397536,0.0,-2.1360009418696615,-1.4751747412782819,-2.2018437283894032,-0.5833217843368488,0.9307478369890708,1.1708887175121945,-0.04880633971408322,0.15597298043712665,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,1.8196815783700762,0.5293184800029646,-0.32111266906539476,0.5173792533043141,-0.0925893105523233,-0.78187097709431,1.5769422790588163,-0.8138165796755684,0.0,-0.9843813395659552,-0.8436400069623469,-0.3014828772404981,-0.21551206432041037,0.0,-0.1769759053088435,-0.2337274058595066,-0.4137420976512852,0.6852847122430139,1.9676793147480454,-0.8940655707305198,-0.7447381267759352,3.455250070734158,2.351526973014873,0.6283919769906645,-0.7281038560143,1.827874442087526,2.685286790506887,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,-0.8160261132534428,-0.2399040575616269,0.0,5.388469672207372,-0.6088298171379919,-0.33416255928959127,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,-0.47652002934853216,-0.10976425998969036,-0.46271461745663206,-0.40090588044537623,0.0,-0.09260847332207951,0.0,0.9223522685605952,0.0,1.837815798783838,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,-0.13208985165908618,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,-0.12713842918932253,-0.07161148740394327
2.0,0.6315982875026558,0.853200931157077,0.6219706647866496,0.0,-0.2444838735633438,-1.4751747412782819,-0.697289230106474,-0.5839795010019108,0.8799089014421557,1.1709531778731879,-0.0488703252557102,-0.23440580966612642,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,0.8639855738996929,0.03349099276233107,-0.7872436312123247,0.09838698697608672,-0.0925893105523233,-0.78187097709431,0.2454148831263968,-0.4513640517039741,0.0,-0.06323339178078694,-1.0678640259660375,-0.3014828772404981,-0.21551206432041037,0.0,-0.1769759053088435,-0.6884151296561465,-0.8077387529995191,0.2747316105375798,0.8429208576891307,-0.8940655707305198,-0.15514051577540333,1.8554038640567876,3.4266884155994046,0.34951408626901925,-0.7281038560143,0.4052534335534885,1.0979495286535812,-0.23186944788008412,6.652429522845543,-0.0412744171706498,-0.8160261132534428,-0.2399040575616269,0.0,2.551925207339033,-0.6088298171379919,2.8869453892723707,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,-0.47652002934853216,-0.10976425998969036,1.057264125920461,-0.40090588044537623,0.0,-0.09260847332207951,0.0,0.9223522685605952,0.0,0.41779518158949275,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,-0.13208985165908618,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,-0.12713842918932253,-0.07161148740394327
0.7700000000000001,1.539251935325048,0.9433439115668429,-1.1647806444272457,0.0,-1.6569592960490673,-0.8852098273355334,-2.351870530212487,-0.5493232086659604,1.0921051772773207,0.6480395631106511,-0.048590208215220164,0.3381970290400787,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,1.8196815783700762,0.6586035449134925,2.0474616325797554,-0.3206052793521413,-0.0925893105523233,0.5172616012402534,1.9788477394446091,0.968251554976859,0.0,0.45607006117235654,0.28896570846835934,-0.3014828772404981,-0.21551206432041037,0.0,-0.1769759053088435,-1.143102853452786,1.2534642392856066,0.5181810616802365,1.96549063564967,-0.8940655707305198,-0.7447381267759352,4.825929609031362,1.848742976438301,0.6847237366427806,-0.7281038560143,1.827874442087526,2.55493150510368,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,-0.8160261132534428,-0.2399040575616269,0.0,-0.2846192575293061,-0.6088298171379919,-0.33416255928959127,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,-0.47652002934853216,-0.10976425998969036,-0.46271461745663206,-0.40090588044537623,0.0,-0.09260847332207951,0.0,0.9223522685605952,0.0,1.837815798783838,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,6.928713127935702,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,-0.12713842918932253,-0.07161148740394327
0.82,-0.5555475943533441,0.5086413565121626,-1.6842937220052558,0.0,-0.820744433288228,-0.08802391882145201,-2.1690647632852,-0.4985165214002543,0.6367525530381478,-0.2780057639839043,0.037880247426600455,2.351769578076207,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,4.492176106718684,-0.30602648323672454,-0.3657630981626094,-0.28835848785339463,-0.0925893105523233,0.7588753409300473,4.499841832270121,0.013634092596544266,0.0,0.7239663910603726,-0.3144349834749838,3.0902641304541985,-0.21551206432041037,0.0,-0.1769759053088435,1.6676801128431034,0.520620486481676,5.328450917790323,1.2987528715462366,-0.8940655707305198,-0.7447381267759352,4.055646419016763,2.1556662795661814,0.9155478821272948,-0.7281038560143,0.4052534335534885,3.5046696666015777,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,1.2000384018432981,-0.2399040575616269,0.0,-0.2846192575293061,2.7368891779754585,-0.33416255928959127,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,2.243807905184836,-0.10976425998969036,-0.46271461745663206,4.046880113929741,0.0,-0.09260847332207951,0.0,0.9223522685605952,0.0,3.2578364159781827,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,-0.13208985165908618,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,3.1954125202916392,-0.07161148740394327
3.070680628272251,-0.9191797828437855,0.442881823352816,-1.8223428463872164,0.0,-1.221932697970317,-0.05077468504519824,-2.363150740875877,-0.4985091664406074,0.653917246091178,-0.25317633192596717,2.452900137676171,2.2874965448350935,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,4.722367318327604,-0.4623364944783033,-0.3657630981626094,0.5460610795974566,-0.0925893105523233,-0.78187097709431,3.6456110296420254,-0.14161733621108794,0.0,0.7239663910603726,-0.828290906559677,3.901661387729613,-0.21551206432041037,0.0,-0.1769759053088435,0.7583046652498239,0.520620486481676,4.318605821850194,1.2215262743736022,-0.8940655707305198,-0.7447381267759352,6.41530368824787,3.337399600542026,0.7662486859964324,-0.7281038560143,0.4052534335534885,4.449079436871316,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,1.2000384018432981,-0.2399040575616269,0.0,-0.2846192575293061,2.7368891779754585,-0.33416255928959127,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,2.243807905184836,-0.10976425998969036,2.577242869297554,4.046880113929741,0.0,-0.09260847332207951,0.0,2.9053253358864812,0.0,3.2578364159781827,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,-0.13208985165908618,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,-0.12713842918932253,-0.07161148740394327
1.664335664335664,1.243251039892221,0.9139467918810577,0.29155338876521436,0.0,-1.157220475777568,-1.297689118625612,-0.00770175172679802,-0.5543706500586296,0.5745598270724361,-3.494250473138413,-0.04887061777204791,-0.018038121833499652,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,1.1988595770862018,-1.005610379341857,1.0158800947737814,-1.155024846802992,-0.0925893105523233,-0.78187097709431,1.0661915577609773,0.9364598574498083,0.0,-0.9843813395659552,-0.02915656552167009,0.3828078059569613,-0.21551206432041037,0.0,-0.1769759053088435,-1.143102853452786,0.01684687605607195,-0.648823802107669,1.2082270595227924,-0.11380749693497885,-0.7447381267759352,2.3351860049412223,1.2454678402433854,0.5784555658065734,-0.7281038560143,-0.3060570707135302,0.9781558758633333,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,-0.8160261132534428,-0.2399040575616269,0.0,-0.2846192575293061,-0.6088298171379919,-0.33416255928959127,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,-0.47652002934853216,-0.10976425998969036,-0.46271461745663206,1.8229871167421825,0.0,-0.09260847332207951,0.0,-0.06913426510234799,0.0,1.1278054901866652,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,3.3983116381383076,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,-0.12713842918932253,-0.07161148740394327
3.045685279187818,1.2585403223483174,0.9154652361601346,-0.6403990694219625,0.0,0.5395950180846203,-0.9284798199016329,-2.2018437283894032,-0.4774927587650209,1.0086173740664097,0.9465451392007561,-0.04880633971408322,0.1650493146933164,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,0.7032127115778218,0.6391716797919829,-1.253374593359255,-0.3206052793521413,-0.0925893105523233,-0.78187097709431,1.765290038787585,-0.14161733621108794,0.0,1.4849717347103497,-0.8177181060690437,-1.1128801345159134,-0.21551206432041037,0.0,-0.1769759053088435,-1.143102853452786,1.2534642392856066,0.24846186796868186,1.4643693444018746,-0.8940655707305198,-0.7447381267759352,3.9722728100781435,0.7027893500310928,1.281198753919266,-0.7281038560143,1.827874442087526,2.503312715080876,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,-0.8160261132534428,-0.2399040575616269,0.0,-0.2846192575293061,2.7368891779754585,-0.33416255928959127,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,-0.47652002934853216,-0.10976425998969036,2.577242869297554,-0.40090588044537623,0.0,-0.09260847332207951,0.0,0.9223522685605952,0.0,1.837815798783838,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,-0.13208985165908618,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,-0.12713842918932253,-0.07161148740394327
5.111111111111111,-0.3308513267414061,0.5336218994241705,0.46633997616694156,0.0,-0.8379535315780933,-0.08764071445746824,0.33456998519101383,-0.4986548179151049,0.561376556088972,-0.2756510157573501,-0.048869180880388004,0.6142925031565215,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,1.8359902467331246,-0.30602648323672454,-0.8095688457609322,-0.7216916673281931,-0.0925893105523233,0.6984719060075992,1.5267610870685415,0.841084764868657,0.0,-0.1302074742527911,0.15987847058766413,0.9886919979691425,-0.21551206432041037,0.0,-0.1769759053088435,0.26228862969515904,-0.34055746093303824,2.22754768153471,0.257896990464328,-0.8940655707305198,-0.7447381267759352,2.4772176518755864,0.8049015890983744,0.5129286545349406,-0.7281038560143,-0.3060570707135302,0.860074920253565,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,0.1920061442949277,-0.2399040575616269,0.0,-0.2846192575293061,1.0640296804187332,-0.33416255928959127,0.0,3.7610068122897005,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,0.8836439379181518,-0.10976425998969036,-0.46271461745663206,1.8229871167421825,0.0,-0.09260847332207951,0.0,-0.06913426510234799,0.0,1.1278054901866652,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,-0.13208985165908618,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,-0.12713842918932253,-0.07161148740394327
1.0,2.2081737582194783,1.0097774095442968,-0.9262911194489263,0.0,-1.5263106590526894,-1.8797511488034708,-2.2018437283894032,-0.5621888075061472,1.0321571718337104,0.5680737135355165,-0.048867720945550086,0.0987878650782882,-0.47574955077016295,-0.49034529819987727,-0.5748732604096333,-0.4100227818245881,1.2940644817000446,-0.3977147011887028,-1.253374593359255,-1.155024846802992,-0.0925893105523233,0.6380684710851506,2.6195208414156825,0.904668159922758,0.0,-0.9843813395659552,0.6341919246503112,-1.1128801345159134,-0.21551206432041037,0.0,-0.1769759053088435,-1.143102853452786,0.3742512130451829,0.28902235508498914,2.6982917184153687,-0.8940655707305198,-0.7447381267759352,2.257416580129407,0.09336032660919469,0.7392123105913547,-0.7281038560143,1.827874442087526,1.6030524721301773,-0.23186944788008412,-0.1268227465360502,-0.0412744171706498,-0.8160261132534428,-0.2399040575616269,0.0,-0.2846192575293061,-0.6088298171379919,-0.33416255928959127,0.0,-0.19511484357137981,-0.30308805698915176,-0.20628424925175867,0.0,-0.058420623783698604,-0.10976425998969036,-0.4685865984542676,-0.47652002934853216,-0.10976425998969036,-0.46271461745663206,-0.40090588044537623,0.0,-0.09260847332207951,0.0,-1.0606207987652911,0.0,1.837815798783838,0.0,0.0,-0.058420623783698604,-0.44354283359288715,-0.22160302670394655,0.0,-0.0584206237836986,-0.27765917258355316,-0.2277682027938395,-0.197152879640471,0.0,0.0,-0.30771353848841443,0.0,-0.20486527708993257,-0.20919435416834192,-0.20628424925175867,-0.1246757452385074,0.0,-0.058420623783698604,-0.08781846196678005,-0.3944027135000033,0.0,0.0,-0.2571960461930091,-0.0873704056661038,-0.10976425998969036,0.0,-0.16724840200141816,-0.13208985165908618,-0.21938172723813917,-0.09260847332207951,-0.1015346165133619,-0.04127441717064981,-0.04127441717064981,-0.21938172723813923,0.0,-0.2947476128283692,2.364774782921399,-0.07161148740394327
